Question,Answer
브렌트포드는 언제 만들어졌어?,브렌트포드의 창단일은 1889년 10월 10일입니다.
브렌트포드의 홈구장은 어디야?,브렌트포드의 홈구장은 지테크 커뮤니티 스타디움 (Gtech Community Stadium)입니다.
브렌트포드의 연고지는 어디야?,브렌트포드의 연고지는 잉글랜드 런던 서부 브렌트포드입니다.
브렌트포드는 어디있어?,브렌트포드의 연고지는 잉글랜드 런던 서부 브렌트포드입니다.
브렌트포드의 라이벌은 누구야?,"브렌트포드의 라이벌은 첼시 FC, 풀럼 FC, 퀸즈 파크 레인저스 FC입니다."
브렌트포드의 라이벌은 어디야?,"브렌트포드의 라이벌은 첼시 FC, 풀럼 FC, 퀸즈 파크 레인저스 FC입니다."
브렌트포드의 창립자는 누구야?,"클럽의 창립자들은 여러 명의 지역 스포츠맨들이었는데, 특히 브렌트포드 로잉 클럽(Brentford Rowing Club)의 회원들이 주도하여 축구 클럽을 설립하게 되었습니다. 이 회원들 중 몇몇이 브렌트포드 FC를 창립하는 데 중요한 역할을 했습니다.
따라서 특정한 개인보다는 브렌트포드 로잉 클럽의 회원들이 함께 창립한 클럽이라고 할 수 있습니다."
브렌트포드를 만든 사람은 누구야?,"클럽의 창립자들은 여러 명의 지역 스포츠맨들이었는데, 특히 브렌트포드 로잉 클럽(Brentford Rowing Club)의 회원들이 주도하여 축구 클럽을 설립하게 되었습니다. 이 회원들 중 몇몇이 브렌트포드 FC를 창립하는 데 중요한 역할을 했습니다.
따라서 특정한 개인보다는 브렌트포드 로잉 클럽의 회원들이 함께 창립한 클럽이라고 할 수 있습니다."
브렌트포드의 구단주는 누구야?,브렌트포드의 구단주는 매튜 벤햄(Matthew Benham)입니다.
브렌트포드의 회장은 누구야?,브렌트포드의 회장은 클리프 크라운 (Cliff Crown)입니다.
브렌트포드의 단장은 누구야?,브렌트포드의 단장은 필 자일스(Phil Giles)입니다.
브렌트포드의 감독은 누구야?,브렌트포드의 감독은 토마스 프랑크 (Thomas Frank)입니다.
브렌트포드의 주장은 누구야?,브렌트포드의 주장은 크리스티안 뇌르고르 (Christian Nørgaard)입니다.
브렌트포드의 선수목록을 알려줘,"브렌트포드의 선수목록입니다.
1.마르크 플레컨(Mark Flekken)
2.아론 히키(Aaron Hickey)
3.리코 헨리(Rico Henry)
5.에단 피녹(Ethan Pinnock)
6.크리스티안 뇌르고르(Christian Nørgaard)
8.마티아스 옌센(Mathias Jensen)
9.케빈 샤데(Kevin Schade)
10.조시 다실바(Josh Dasilva)
11.요안 위사(Yoane Wissa)
13.마티아스 예르겐센(Zanka)
15.프랭크 오니에카(Frank Onyeka)
16.벤 미(Ben Mee)
17.아이반 토니(Ivan Toney)
19.브라이언 음뵈모(Bryan Mbeumo)
20.크리스토페르 아예르(Kristoffer Ajer)
22.네이선 콜린스(Nathan Collins)
23.킨 루이스포터(Keane Lewis-Potter)
24.미켈 담스고르(Mikkel Damsgaard)
25.마일스 퍼트해리스(Myles Peart-Harris)
27.비탈리 야넬트(Vitaly Janelt)
30.마스 뢰르슬레우(Mads Roerslev)
31.하콘 발디마르손(Hákon Valdimarsson)
32.라이언 트레빗(Ryan Trevitt)
33.예호르 야르몰류크(Yehor Yarmolyuk)
36.김지수(Kim Ji-Soo)
38.이선 브리얼리(Ethan Brierley)
40.엘러리 발콤(Ellery Balcombe)
52.유누스 엠레 코나크(Yunus Emre Konak)"
브렌트포드 선수목록,"브렌트포드의 선수목록입니다.
1.마르크 플레컨(Mark Flekken)
2.아론 히키(Aaron Hickey)
3.리코 헨리(Rico Henry)
5.에단 피녹(Ethan Pinnock)
6.크리스티안 뇌르고르(Christian Nørgaard)
8.마티아스 옌센(Mathias Jensen)
9.케빈 샤데(Kevin Schade)
10.조시 다실바(Josh Dasilva)
11.요안 위사(Yoane Wissa)
13.마티아스 예르겐센(Zanka)
15.프랭크 오니에카(Frank Onyeka)
16.벤 미(Ben Mee)
17.아이반 토니(Ivan Toney)
19.브라이언 음뵈모(Bryan Mbeumo)
20.크리스토페르 아예르(Kristoffer Ajer)
22.네이선 콜린스(Nathan Collins)
23.킨 루이스포터(Keane Lewis-Potter)
24.미켈 담스고르(Mikkel Damsgaard)
25.마일스 퍼트해리스(Myles Peart-Harris)
27.비탈리 야넬트(Vitaly Janelt)
30.마스 뢰르슬레우(Mads Roerslev)
31.하콘 발디마르손(Hákon Valdimarsson)
32.라이언 트레빗(Ryan Trevitt)
33.예호르 야르몰류크(Yehor Yarmolyuk)
36.김지수(Kim Ji-Soo)
38.이선 브리얼리(Ethan Brierley)
40.엘러리 발콤(Ellery Balcombe)
52.유누스 엠레 코나크(Yunus Emre Konak)"
브렌트포드의 1번,브렌트포드의 1번은 마르크 플레컨(Mark Flekken)입니다.
브렌트포드의 1번은 누구야,브렌트포드의 1번은 마르크 플레컨(Mark Flekken)입니다.
브렌트포드의 2번,브렌트포드의 2번은 아론 히키(Aaron Hickey)입니다.
브렌트포드의 2번은 누구야,브렌트포드의 2번은 아론 히키(Aaron Hickey)입니다.
브렌트포드의 3번,브렌트포드의 3번은 리코 헨리(Rico Henry)입니다.
브렌트포드의 3번은 누구야,브렌트포드의 3번은 리코 헨리(Rico Henry)입니다.
브렌트포드의 5번,브렌트포드의 5번은 에단 피녹(Ethan Pinnock)입니다.
브렌트포드의 5번은 누구야,브렌트포드의 5번은 에단 피녹(Ethan Pinnock)입니다.
브렌트포드의 6번,브렌트포드의 6번은 크리스티안 뇌르고르(Christian Nørgaard)입니다.
브렌트포드의 6번은 누구야,브렌트포드의 6번은 크리스티안 뇌르고르(Christian Nørgaard)입니다.
브렌트포드의 8번,브렌트포드의 8번은 마티아스 옌센(Mathias Jensen)입니다.
브렌트포드의 8번은 누구야,브렌트포드의 8번은 마티아스 옌센(Mathias Jensen)입니다.
브렌트포드의 9번,브렌트포드의 9번은 케빈 샤데(Kevin Schade)입니다.
브렌트포드의 9번은 누구야,브렌트포드의 9번은 케빈 샤데(Kevin Schade)입니다.
브렌트포드의 10번,브렌트포드의 10번은 조시 다실바(Josh Dasilva)입니다.
브렌트포드의 10번은 누구야,브렌트포드의 10번은 조시 다실바(Josh Dasilva)입니다.
브렌트포드의 11번,브렌트포드의 11번은 요안 위사(Yoane Wissa)입니다.
브렌트포드의 11번은 누구야,브렌트포드의 11번은 요안 위사(Yoane Wissa)입니다.
브렌트포드의 13번,브렌트포드의 13번은 마티아스 예르겐센(Zanka)입니다.
브렌트포드의 13번은 누구야,브렌트포드의 13번은 마티아스 예르겐센(Zanka)입니다.
브렌트포드의 15번,브렌트포드의 15번은 프랭크 오니에카(Frank Onyeka)입니다.
브렌트포드의 15번은 누구야,브렌트포드의 15번은 프랭크 오니에카(Frank Onyeka)입니다.
브렌트포드의 16번,브렌트포드의 16번은 벤 미(Ben Mee)입니다.
브렌트포드의 16번은 누구야,브렌트포드의 16번은 벤 미(Ben Mee)입니다.
브렌트포드의 17번,브렌트포드의 17번은 아이반 토니(Ivan Toney)입니다.
브렌트포드의 17번은 누구야,브렌트포드의 17번은 아이반 토니(Ivan Toney)입니다.
브렌트포드의 19번,브렌트포드의 19번은 브라이언 음뵈모(Bryan Mbeumo)입니다.
브렌트포드의 19번은 누구야,브렌트포드의 19번은 브라이언 음뵈모(Bryan Mbeumo)입니다.
브렌트포드의 20번,브렌트포드의 20번은 크리스토페르 아예르(Kristoffer Ajer)입니다.
브렌트포드의 20번은 누구야,브렌트포드의 20번은 크리스토페르 아예르(Kristoffer Ajer)입니다.
브렌트포드의 22번,브렌트포드의 22번은 네이선 콜린스(Nathan Collins)입니다.
브렌트포드의 22번은 누구야,브렌트포드의 22번은 네이선 콜린스(Nathan Collins)입니다.
브렌트포드의 23번,브렌트포드의 23번은 킨 루이스포터(Keane Lewis-Potter)입니다.
브렌트포드의 23번은 누구야,브렌트포드의 23번은 킨 루이스포터(Keane Lewis-Potter)입니다.
브렌트포드의 24번,브렌트포드의 24번은 미켈 담스고르(Mikkel Damsgaard)입니다.
브렌트포드의 24번은 누구야,브렌트포드의 24번은 미켈 담스고르(Mikkel Damsgaard)입니다.
브렌트포드의 25번,브렌트포드의 25번은 마일스 퍼트해리스(Myles Peart-Harris)입니다.
브렌트포드의 25번은 누구야,브렌트포드의 25번은 마일스 퍼트해리스(Myles Peart-Harris)입니다.
브렌트포드의 27번,브렌트포드의 27번은 비탈리 야넬트(Vitaly Janelt)입니다.
브렌트포드의 27번은 누구야,브렌트포드의 27번은 비탈리 야넬트(Vitaly Janelt)입니다.
브렌트포드의 31번,브렌트포드의 31번은 하콘 발디마르손(Hákon Valdimarsson)입니다.
브렌트포드의 31번은 누구야,브렌트포드의 31번은 하콘 발디마르손(Hákon Valdimarsson)입니다.
브렌트포드의 32번,브렌트포드의 32번은 라이언 트레빗(Ryan Trevitt)입니다.
브렌트포드의 32번은 누구야,브렌트포드의 32번은 라이언 트레빗(Ryan Trevitt)입니다.
브렌트포드의 33번,브렌트포드의 33번은 예호르 야르몰류크(Yehor Yarmolyuk)입니다.
브렌트포드의 33번은 누구야,브렌트포드의 33번은 예호르 야르몰류크(Yehor Yarmolyuk)입니다.
브렌트포드의 36번,브렌트포드의 36번은 김지수(Kim Ji-Soo)입니다.
브렌트포드의 36번은 누구야,브렌트포드의 36번은 김지수(Kim Ji-Soo)입니다.
브렌트포드의 38번,브렌트포드의 38번은 이선 브리얼리(Ethan Brierley)입니다.
브렌트포드의 38번은 누구야,브렌트포드의 38번은 이선 브리얼리(Ethan Brierley)입니다.
브렌트포드의 40번,브렌트포드의 40번은 엘러리 발콤(Ellery Balcombe)입니다.
브렌트포드의 40번은 누구야,브렌트포드의 40번은 엘러리 발콤(Ellery Balcombe)입니다.
브렌트포드의 52번,브렌트포드의 52번은 유누스 엠레 코나크(Yunus Emre Konak)입니다.
브렌트포드의 52번은 누구야,브렌트포드의 52번은 유누스 엠레 코나크(Yunus Emre Konak)입니다.
브렌트포드 유명한 선수,"브렌트포드 FC의 유명한 선수로는 다음과 같은 선수들이 있습니다:
Clayton Donaldson: 2011년부터 2015년까지 브렌트포드에서 뛰었던 잉글랜드 출신의 공격수로, 클럽에서 주목받는 선수 중 한 명입니다.
Neal Maupay: 2017년부터 2019년까지 브렌트포드에서 뛰었던 프랑스 출신의 공격수로, 그는 뛰어난 골감과 기술로 인정받았습니다.
Said Benrahma: 알제리 출신의 공격형 미드필더로, 2018년부터 2020년까지 브렌트포드에서 뛰었으며, 그의 기량과 창의적인 플레이로 유명합니다."
브렌트포드의 유명한 선수 누가 있어?,"아이반 토니(Ivan Toney) - 아이반 토니는 잉글랜드 출신의 축구 선수로, 현재는 브렌트포드 FC에서 뛰고 있는 공격수입니다. 2020-2021 시즌에 EFL 챔피언십에서 득점왕을 기록했습니다."
브렌트포드는 누가 유명해?,"아이반 토니(Ivan Toney) - 아이반 토니는 잉글랜드 출신의 축구 선수로, 현재는 브렌트포드 FC에서 뛰고 있는 공격수입니다. 2020-2021 시즌에 EFL 챔피언십에서 득점왕을 기록했습니다."
브렌트포드의 전설의 선수,"짐 타워스(Jim Towers) - 브렌트포드 FC의 전설적인 선수로는 Jim Towers를 꼽을 수 있습니다. 그는 1950년대 후반부터 1960년대 초반까지 클럽에서 활약한 중앙 공격수로, 뛰어난 득점 능력과 풍부한 경험을 가졌습니다. Towers는 브렌트포드의 역사에 큰 흔적을 남긴 선수로서, 그의 이름은 클럽의 전설로 자리잡고 있습니다."
브렌트포드의 전설적인 선수,"짐 타워스(Jim Towers) - 브렌트포드 FC의 전설적인 선수로는 Jim Towers를 꼽을 수 있습니다. 그는 1950년대 후반부터 1960년대 초반까지 클럽에서 활약한 중앙 공격수로, 뛰어난 득점 능력과 풍부한 경험을 가졌습니다. Towers는 브렌트포드의 역사에 큰 흔적을 남긴 선수로서, 그의 이름은 클럽의 전설로 자리잡고 있습니다."
브렌트포드의 전설적인 선수는 누구야?,"짐 타워스(Jim Towers) - 브렌트포드 FC의 전설적인 선수로는 Jim Towers를 꼽을 수 있습니다. 그는 1950년대 후반부터 1960년대 초반까지 클럽에서 활약한 중앙 공격수로, 뛰어난 득점 능력과 풍부한 경험을 가졌습니다. Towers는 브렌트포드의 역사에 큰 흔적을 남긴 선수로서, 그의 이름은 클럽의 전설로 자리잡고 있습니다."
브렌트포드의 UEFA 랭킹은 몇 위야?,브렌트포드의 UEFA 랭킹은 기록되어있지 않습니다.
브렌트포드 UEFA 랭킹,브렌트포드의 UEFA 랭킹은 기록되어있지 않습니다.
브렌트포드의 UEFA 랭킹이 어떻게 돼,브렌트포드의 UEFA 랭킹은 기록되어있지 않습니다.
브렌트포드의 UEFA 랭킹 알려줘,브렌트포드의 UEFA 랭킹은 기록되어있지 않습니다.
브렌트포드는 세계에서 몇 등이야?,브렌트포드의 UEFA 랭킹은 기록되어있지 않습니다.
브렌트포드는 EPL에서 몇 번 우승했어?,브렌트포드의 잉글리시 프리미어리그 우승은 없습니다.
브렌트포드 EPL 우승횟수,브렌트포드의 잉글리시 프리미어리그 우승은 없습니다.
브렌트포드의 EPL 우승 기록 알려줘,브렌트포드의 잉글리시 프리미어리그 우승은 없습니다.
브렌트포드의 EPL 우승 기록이 어떻게 돼,브렌트포드의 잉글리시 프리미어리그 우승은 없습니다.
브렌트포드는 국내에서 몇 번 우승했어?,브렌트포드의 잉글리시 프리미어리그 우승은 없습니다.
브렌트포드 국내 우승횟수,브렌트포드의 잉글리시 프리미어리그 우승은 없습니다.
브렌트포드는 FA컵에서 몇 번 우승했어?,브렌트포드의 FA컵 우승은 없습니다.
브렌트포드 FA컵 우승횟수,브렌트포드의 FA컵 우승은 없습니다.
브렌트포드의 FA컵 우승 기록 알려줘,브렌트포드의 FA컵 우승은 없습니다.
브렌트포드는 EFL컵에서 몇 번 우승했어?,"브렌트포드는 EFL컵에서 2회 (1934-35), (2020-21) 우승했습니다."
브렌트포드 EFL 우승횟수,"브렌트포드는 EFL컵에서 2회 (1934-35), (2020-21) 우승했습니다."
브렌트포드의 EFL 우승 기록 알려줘,"브렌트포드는 EFL컵에서 2회 (1934-35), (2020-21) 우승했습니다."
브렌트포드의 EFL 우승 기록이 어떻게 돼,"브렌트포드는 EFL컵에서 2회 (1934-35), (2020-21) 우승했습니다."
브렌트포드는 유로파리그에서 몇 번 우승했어?,브렌트포드의 유로파리그 우승은 없습니다.
브렌트포드 유로파리그 우승횟수,브렌트포드의 유로파리그 우승은 없습니다.
브렌트포드의 유로파리그 우승 기록 알려줘,브렌트포드의 유로파리그 우승은 없습니다.
브렌트포드의 유로파리그 우승 기록이 어떻게 돼,브렌트포드의 유로파리그 우승은 없습니다.
브렌트포드는 챔피언스리그에서 몇 번 우승했어?,브렌트포드의 챔피언리그 우승은 없습니다
브렌트포드 챔피언스리그 우승횟수,브렌트포드의 챔피언리그 우승은 없습니다
브렌트포드의 챔피언스리그 우승 기록 알려줘,브렌트포드의 챔피언리그 우승은 없습니다
브렌트포드의 챔피언스리그 우승 기록이 어떻게 돼,브렌트포드의 챔피언리그 우승은 없습니다
